ID;Bird;Cage;Date of Transfer;Who
3957;g16r5;KU;09.01.2009;Daniele
3958;k12r2;KU;09.01.2009;Joshua
3959;k1r6;KU;09.01.2009;Daniele
3960;k2r5;KU;09.01.2009;Daniele
3961;k5r6;KU;09.01.2009;Daniele
3962;o11r5;KU;09.01.2009;Daniele
3963;o14r5;KU;09.01.2009;Daniele
3964;o1r6;KU;09.01.2009;Daniele
3965;o7r6;KU;09.01.2009;Daniele
3966;p17r6;KU;09.01.2009;Daniele
3967;p20r5;KU;09.01.2009;Daniele
3968;p4r6;KU;09.01.2009;Daniele
3969;p5r6;KU;09.01.2009;Daniele
3970;p8r5;KU;09.01.2009;Daniele
3971;p9r2;KU;09.01.2009;Daniele
3972;p9r6;KU;09.01.2009;Daniele
3973;r5s15;KU;09.01.2009;Daniele
3974;r5s17;KU;09.01.2009;Daniele
3975;r6s1;KU;09.01.2009;Daniele
3976;r6s2;KU;09.01.2009;Daniele
3977;r6y13;KU;09.01.2009;Daniele
3978;r6y15;KU;09.01.2009;Daniele
3979;r6y17;KU;09.01.2009;Daniele
3980;r6y6;KU;09.01.2009;Daniele
3981;p15r6;KU;09.01.2009;Georg
3982;b4p-red11;KU;12.01.2009;Georg
3983;k10r2;KU;12.01.2009;Georg
3984;o12r5;KU;12.01.2009;Georg
3985;g2r1;U3;12.01.2009;Georg
3986;o14r6;MK;12.01.2009;Daniele
3987;r5s9;MK;12.01.2009;Daniele
3988;g9r1;KO;12.01.2009;Moritz
3989;g17r5;KO;12.01.2009;Kadir
3990;k7r6;KO;12.01.2009;Kadir
3991;r5ch8587;E2;13.01.2009;Claude
3992;p17r5;E2;13.01.2009;Claude
3993;p19r5;IS1;13.01.2009;Claude
3994;b14r6;2M1B;13.01.2009;Claude
3995;p13r6;U3;13.01.2009;Claude
3996;r6y10;U5B;13.01.2009;Claude
3997;r6y11;U5B;13.01.2009;Claude
3998;r6y12;U5B;13.01.2009;Claude
4000;;;;
4001;;;;
4002;;;;
4003;;;;
4004;b15r6;2M3B;13.01.2009;Claude
4005;b16r6;2M3B;13.01.2009;Claude
4006;b13r6;2O2;13.01.2009;Claude
4007;b10r6;2O2;13.01.2009;Claude
4008;b11r6;2O2;13.01.2009;Claude
4009;b12r6;2O2;13.01.2009;Claude
4010;b17r6;2U2B;13.01.2009;Claude
4011;b18r6;2U2B;13.01.2009;Claude
4012;b19r6;2U2B;13.01.2009;Claude
4013;b2r6;M2;13.01.2009;Claude
4014;b3r6;M2;13.01.2009;Claude
4015;b4r6;M2;13.01.2009;Claude
4016;r5y14;IS2;14.01.2009;Janie
4017;r5s12;IS8;14.01.2009;Janie
4018;k4r5;IS5;14.01.2009;Janie
4019;k3r5;IS4;14.01.2009;Janie
4020;g6r1;KO;14.01.2009;Claude
4021;k3r5;MK;14.01.2009;Janie
4022;r5y14;MK;14.01.2009;Janie
4023;r5s12;MK;14.01.2009;Janie
4024;k4r5;MK;14.01.2009;Janie
4025;r5y19;MK;14.01.2009;Michael
4026;p17r4;E3;14.01.2009;Andreas
4027;o12r5;PT;15.01.2009;Georg
4028;p10r5;ZZ;15.01.2009;Georg
4029;o16r5;ZZ;15.01.2009;Georg
4030;g15r5;KO;15.01.2009;Daniele
4031;r5s5;KU;15.01.2009;Claude
4032;b14r6;KU;15.01.2009;Claude
4033;o10r6;KM;15.01.2009;Michael
4034;o13r6;KM;15.01.2009;Michael
4035;o12r6;KM;15.01.2009;Michael
4036;o10r5;KM;15.01.2009;Moritz
4037;b13r3;MK;16.01.2009;Georg
4038;b8p-s14k;MK;16.01.2009;Georg
4039;g2r5;MK;16.01.2009;Georg
4040;o13r5;MK;16.01.2009;Georg
4041;r19p-s17o;MK;16.01.2009;Georg
4042;g11r6;2U3B;16.01.2009;Georg
4043;g6r6;2U3B;16.01.2009;Georg
4044;g7r6;2U3B;16.01.2009;Georg
4045;g8r6;2U3B;16.01.2009;Georg
4046;g2r6;M1B;16.01.2009;Georg
4047;g1r6;M1B;16.01.2009;Georg
4048;g3r6;M3;16.01.2009;Georg
4049;g4r6;M3;16.01.2009;Georg
4050;g5r6;M3;16.01.2009;Georg
4051;g9r6;M3;16.01.2009;Georg
4052;k2r2;M1B;16.01.2009;Georg
4053;p6r2;M1B;16.01.2009;Georg
4054;g18k-y6;2U3B;16.01.2009;Georg
4055;p20r3;U4B;16.01.2009;Georg
4056;s11o-sb;KU;16.01.2009;Georg
4057;g14r5;KO;16.01.2009;Georg
4058;purple16;KU;16.01.2009;Georg
4059;p12r5;KM;16.01.2009;Georg
4060;r1y17;KU;16.01.2009;Georg
4061;b14r3;KO;14.01.2009;Claude
4062;b14r3;IS2;17.01.2009;Claude
4063;g18r5;KO;14.01.2009;Claude
4064;g18r5;IS1;17.01.2009;Claude
4065;p17r4;MK;19.01.2009;Andreas
4066;g15r5;MK;20.01.2009;Daniele
4067;k7r6;IS6;21.01.2009;Joshua
4068;g17r5;IS6;21.01.2009;Joshua
4069;r6s6;2M1;22.01.2009;Daniele
4070;r6s7;2M1;22.01.2009;Daniele
4072;r6s8;2M1;22.01.2009;Daniele
4073;b5r6;U1;22.01.2009;Daniele
4074;b6r6;U1;22.01.2009;daniele
4075;b7r6;U1;22.01.2009;Daniele
4076;b8r6;U1;22.01.2009;Daniele
4077;b9r6;U1;22.01.2009;Daniele
4078;g17r6;U3B;22.01.2009;Daniele
4079;g18r6;U3B;22.01.2009;daniele
4080;g19r6;U3B;22.01.2009;Daniele
4081;g20r6;U3B;22.01.2009;daniele
4083;k11r6;U5;22.01.2009;daniele
4084;k12r6;U5;22.01.2009;daniele
4085;k13r6;U5;22.01.2009;daniele
4086;r011;2M1B;22.01.2009;Daniele
4087;green10;2M1B;22.01.2009;daniele
4088;b1r5;2O3;22.01.2009;Daniele
4089;o2r5;2O3;22.01.2009;Daniele
4090;b6r5;2U4;22.01.2009;Daniele
4091;o8r5;2U4;22.01.2009;Daniele
4092;g4r1;M2B;22.01.2009;Daniele
4093;b9r4;M2B;22.01.2009;Daniele
4094;r12p-y7o;M3B;22.01.2009;Daniele
4095;green16;M3B;22.01.2009;Daniele
4096;k13r2;M4;22.01.2009;Daniele
4097;red5;M4;22.01.2009;Daniele
4098;s3k-y8;O2;22.01.2009;Daniele
4099;p10r2;O2;22.01.2009;Daniele
4100;b14r5;U5;22.01.2009;Daniele
4101;g7r5;U5;22.01.2009;Daniele
4102;o15r6;KU;22.01.2009;Daniele
4103;p14r6;KM;22.01.2009;Daniele
4104;b11r6;KU;22.01.2009;Daniele
4105;b13r3;KM;22.01.2009;Daniele
4106;g9r1;MK;27.01.2009;Moritz
4107;b10r3;U6B;27.01.2009;Georg
4108;b11r2;U6B;27.01.2009;Georg
4109;k14r6;U6B;27.01.2009;Georg
4110;k15r6;U6B;27.01.2009;Georg
4111;k16r6;U6B;27.01.2009;Georg
4112;g12r2;O5;27.01.2009;Georg
4113;g12r6;O5;27.01.2009;Georg
4114;g12r6;O5;27.01.2009;Georg
4115;g4r5;E4;27.01.2009;Andreas
4116;o10r6;IS4;29.01.2009;Michael
4117;o12r6;IS8;29.01.2009;Michael
4118;k15r6;IS6;29.01.2009;Andreas
4119;k17r6;2M4B;30.01.2009;Andreas
4120;r6s10;2U4B;30.01.2009;Andreas
4121;r6s11;2U4B;30.01.2009;Andreas
4122;r6s12;2U4B;30.01.2009;Andreas
4123;r6s13;2U4B;30.01.2009;Andreas
4124;r6s9;2U4B;30.01.2009;Andreas
4125;k20r6;M6;30.01.2009;Andreas
4126;g13r6;O5;30.01.2009;Andreas
4127;g15r6;O5;30.01.2009;Andreas
4128;g16r6;O5;30.01.2009;Andreas
4129;g14r6;O5;30.01.2009;Andreas
4130;p1r5;2M1;30.01.2009;Andreas
4131;p15r4;2M1;30.01.2009;Andreas
4132;v-v10;2M4B;30.01.2009;Andreas
4133;K-K-K209-15;2M4B;30.01.2009;Andreas
4134;y7o-r16;M3;30.01.2009;Andreas
4135;b20o-ch900;M3;30.01.2009;Andreas
4136;y16p-s2;M6;30.01.2009;Andreas
4137;blue2;M6;30.01.2009;Andreas
4138;p17r2;U3B;30.01.2009;Andreas
4139;b13r4;U3B;30.01.2009;Andreas
4140;b8p-s14k;KM;30.01.2009;Andreas
4141;p2r6;KU;30.01.2009;Andreas
4142;b14r3;KO;30.01.2009;Andreas
4143;o6r5;KU;30.01.2009;Andreas
4144;k8r2;KO;30.01.2009;Andreas
4145;r5s4;KU;30.01.2009;Andreas
4146;o5r6;KO;30.01.2009;Andreas
4147;g2r5;KU;30.01.2009;Andreas
4148;b6r5;KO;30.01.2009;Andreas
4149;r5y18;KU;30.01.2009;Andreas
4150;g12r6;IS5;31.01.2009;Andreas
4151;g12r2;E4;31.01.2009;Andreas
4152;k20r6;KM;01.02.2009;Georg
4153;r5s1;PT;01.02.2009;Andreas
4155;r6y16;KO;03.02.2009;Andreas
4158;g10r7;2M3;03.02.2009;florianh
4161;r7s18;2M3;03.02.2009;florianh
4166;r7s20;2M3;03.02.2009;florianh
4167;b20r7;2M3;03.02.2009;florianh
4168;b17r6;KM;06.02.2009;Daniele
4169;r7s18;ISO2;06.02.2009;florianh
4170;b3r7;2M3;06.02.2009;Michael
4171;b2r7;2M3;06.02.2009;Michael
4172;b1r7;2M3;06.02.2009;Michael
4173;r6s3;2U2;06.02.2009;Michael
4174;r6s4;2U2;06.02.2009;Michael
4175;r6s5;2U2;07.02.2009;Georg
4176;J2M2Bb;2M2B;06.02.2009;Michael
4177;dJ2M2Bc;2M2B;06.02.2009;Michael
4178;dJU1g;U1;06.02.2009;Michael
4179;r7s4;U3;06.02.2009;Michael
4180;o17r6;U2;06.02.2009;Michael
4181;b4r5;2U3;06.02.2009;Michael
4183;g10r5;2U3;06.02.2009;Michael
4184;r6y10;KM;06.02.2009;Michael
4185;b15r6;KU;06.02.2009;Michael
4186;b16r6;KM;06.02.2009;Michael
4187;o13r5;KU;06.02.2009;Michael
4188;p11r6;KM;06.02.2009;Michael
4189;b18r6;KU;06.02.2009;Michael
4190;y16p-s2;KM;06.02.2009;Michael
4191;o8r5;KU;06.02.2009;Michael
4192;b10r5;2U2;07.02.2009;Georg
4193;b10r3;E1;01.02.2009;Georg
4194;k16r6;IS2;29.01.2009;Georg
4195;k16r6;E1;07.02.2009;Georg
4196;b4p-red11;PT;14.02.2009;Georg
4197;b4p-red11;ZZ;07.02.2009;Georg
4198;p17r4;E3;09.02.2009;Andreas
4199;g4r5;E2;09.02.2009;Andreas
4200;b17r6;MK;10.02.2009;Daniele
4201;g16r6;KM;10.02.2009;Georg
4202;g12r6;E4;11.02.2009;Andreas
4203;p19r6;KM;12.02.2009;Moritz
4204;g16r6;E3;12.02.2009;Andreas
4205;r7s10;2M2B;13.02.2009;Moritz
4207;r7s11;2U1B;13.02.2009;Moritz
4208;r7s1;U3;13.02.2009;Moritz
4209;r7s2;U3;13.02.2009;Moritz
4210;r7s3;U3;13.02.2009;Moritz
4211;r7s4;U3;13.02.2009;Moritz
4212;o1r5;2M2B;13.02.2009;Moritz
4213;p4r5;2M2B;13.02.2009;Moritz
4214;y12red;2O4;13.02.2009;Moritz
4215;r11o-o4k;U4;13.02.2009;Moritz
4216;g16r6;E4;14.02.2009;Andreas
4217;r5s1;E4;14.02.2009;Andreas
4218;p17r4;IS8;14.02.2009;Andreas
4219;g15r6;KM;14.02.2009;Andreas
4220;g14r6;KM;14.02.2009;Andreas
4221;p5r5;2M3;16.02.2009;florianh
4222;p19r6;MK;17.02.2009;Moritz
4223;k9k-ch900;ZZ;17.02.2009;Janie
4224;k16r4;MK;17.02.2009;Andreas
4225;g17r5;KO;18.02.2009;Michael
4226;p12r6;KM;19.02.2009;Patrick
4227;g17r5;MK;19.02.2009;Michael
4228;o12r6;MK;19.02.2009;Michael
4229;o10r6;MK;19.02.2009;Michael
4230;p5r5;ISO8;20.02.2009;florianh
4231;g14r6;E4;20.02.2009;Andreas
4232;k16r4;E4;20.02.2009;Andreas
4233;r6y5;KM;23.02.2009;Claude
4234;b10r6;KM;23.02.2009;Claude
4235;k11r6;KO;23.02.2009;Claude
4236;y7o-r16;KM;19.02.2009;Moritz
4237;o8r6;KM;23.02.2009;Moritz
4238;g16r7;2M2;23.02.2009;Joshua
4239;g18r7;2M2;23.02.2009;Joshua
4240;g17r7;2O2;23.02.2009;Joshua
4241;r7s5;2O4;23.02.2009;Joshua
4242;r7s6;2O4;23.02.2009;Joshua
4243;r7s7;2O4;23.02.2009;Joshua
4244;r7s8;2O4;23.02.2009;Joshua
4245;g11r7;O1;23.02.2009;Joshua
4246;g13r7;U5B;23.02.2009;Joshua
4247;g14r7;U5B;23.02.2009;Joshua
4248;g15r7;U5B;23.02.2009;Joshua
4249;g13p-purple20;O1;23.02.2009;Joshua
4250;p14b-r16;O1;23.02.2009;Joshua
4251;k16r4;E3;25.02.2009;Andreas
4252;g15r6;E3;25.02.2009;Andreas
4253;r6y18;KU;25.02.2009;Claude
4254;g4r1;KO;25.02.2009;Claude
4255;g1r7;M4B;26.02.2009;Joshua
4256;g4r1;IS8;27.02.2009;Claude
4257;p4r5;KO;28.02.2009;Claude
4258;k4r5;U7;02.03.2009;Joshua
4259;g1r7;E3;02.03.2009;Joshua
4260;o6r6;KO;02.03.2009;Daniele
4261;b10r6;IS8;02.03.2009;Claude
4262;g4r5;IS6;04.03.2009;Andreas
4263;p17r4;IS3;04.03.2009;Andreas
4264;g2r7;M4B;04.03.2009;Patrick
4265;g3r7;M4B;04.03.2009;Patrick
4266;;;04.03.2009;
4267;r7s11;KO;04.03.2009;Claude
4268;red11;U1;04.03.2009;Andreas
4269;g8r7;U1;04.03.2009;Andreas
4270;r6s5;E1;05.03.2009;Georg
4271;b4p-red11;E1;05.03.2009;Georg
4272;b10r5;E1;12.02.2009;Georg
4273;p13r5;MK;05.03.2009;Andreas
4274;g4r7;M4B;05.03.2009;Claude
4275;g5r7;O3;05.03.2009;Claude
4276;g6r7;U1;05.03.2009;Claude
4277;g7r7;U1;05.03.2009;Claude
4278;g9r7;U1;05.03.2009;Claude
4279;gg10r7;U1;05.03.2009;Claude
4280;r16o-r11;U3;13.02.2009;Moritz
4281;p15r5;KU;05.03.2009;Claude
4282;b4r6;KM;05.03.2009;Claude
4283;p8r6;KU;05.03.2009;Claude
4284;g6r6;KM;05.03.2009;Claude
4285;r6s10;KU;05.03.2009;Claude
4286;g13p-purple20;KM;05.03.2009;Claude
4287;g4r6;KM;05.03.2009;Claude
4288;r6s4;KU;05.03.2009;Claude
4289;b19r6;KM;05.03.2009;Moritz
4290;k2r2;KM;05.03.2009;Moritz
4291;b4r5;KO;06.03.2009;Richard
4292;o8r6;MK;06.03.2009;Moritz
4293;k3r5;U7;06.03.2009;Michael
4294;red11;E2;08.03.2009;Andreas
4295;g4r5;E4;08.03.2009;Andreas
4296;p4r5;IS8;11.03.2009;Claude
4297;o6r6;MK;12.03.2009;Daniele
4298;g2r7;Is_6;12.03.2009;Patrick
4299;g3r7;Is_3;12.03.2009;Patrick
4300;;;;
4301;g5r7;KM;12.03.2009;Patrick
4302;k8r6;KO;12.03.2009;Claude
4303;b8r6;KO;12.03.2009;Claude
4304;r6y7;KO;12.03.2009;Claude
4305;r7s1;KO;12.03.2009;Claude
4306;o1r1;2U1B;13.03.2009;Andreas
4307;k5r2;2U1B;13.03.2009;Andreas
4308;dJ2M2Bc;2M2B;13.03.2009;Andreas
4309;r7p1;2U2;13.03.2009;Andreas
4310;p3r7;2U2;13.03.2009;Andreas
4311;r7p2;2U2B;13.03.2009;Andreas
4312;yellow20;U2B;13.03.2009;Andreas
4313;o6r4;U2B;13.03.2009;Andreas
4314;k2r2;MK;16.03.2009;Daniele
4315;g5r7;IS_6;16.03.2009;Daniele
4316;k4r5;E3;19.03.2009;Joshua
4317;cj8;2O2;19.03.2009;Joshua
4318;g19r7;2M2B;19.03.2009;Michael
4319;g20r7;2M2B;19.03.2009;Michael
4320;o5r6;2U3;19.03.2009;Michael
4321;g14r5;M5;19.03.2009;Michael
4322;purple16;M5;19.03.2009;Michael
4323;p12r5;M7;19.03.2009;Michael
4324;r1y17;M7;19.03.2009;Michael
4325;k5r5;U4;19.03.2009;Michael
4326;r11o-o4k;KU;19.03.2009;Michael
4327;s17o;U5B;19.03.2009;Michael
4328;r7g-yellow8;U5B;19.03.2009;Michael
4329;o19r5;M4B;19.03.2009;Michael
4331;purple8;M4;19.01.2009;Michael
4333;d2M2e;2M2;19.03.2009;Michael
4334;p11r7;2U2;19.03.2009;Michael
4335;o3r7;U5B;19.03.2009;Michael
4336;o4r7;U5B;19.03.2009;Michael
4337;o5r7;U5B;19.03.2009;Michael
4338;r7y1;M4B;19.03.2009;Michael
4339;r7y2;M4B;19.03.2009;Michael
4340;b11r2;KU;20.03.2009;Michael
4341;b12r6;KU;20.03.2009;Michael
4342;b13r4;KU;20.03.2009;Michael
4343;b13r6;KU;20.03.2009;Michael
4344;b20r4;KU;20.03.2009;Michael
4345;b3r6;KU;20.03.2009;Michael
4346;b7r6;KU;20.03.2009;Michael
4347;b9r6;KU;20.03.2009;Michael
4348;blue2;KU;20.03.2009;Michael
4349;g10r5;KU;20.03.2009;Michael
4350;g11r6;KU;20.03.2009;Michael
4351;g11r7;KU;20.03.2009;Michael
4352;g13r6;KU;20.03.2009;Michael
4353;g13r7;KU;20.03.2009;Michael
4354;g14r7;KU;20.03.2009;Michael
4355;g15r7;KU;20.03.2009;Michael
4356;g16r7;KU;20.03.2009;Michael
4357;g17r6;KU;20.03.2009;Michael
4358;g17r7;KU;20.03.2009;Michael
4359;g18k-y6;KU;20.03.2009;Michael
4360;g19r6;KU;20.03.2009;Michael
4361;g5r6;KU;20.03.2009;Michael
4362;g6r7;KU;20.03.2009;Michael
4363;g7r5;KU;20.03.2009;Michael
4364;g7r6;KU;20.03.2009;Michael
4365;g7r7;KU;20.03.2009;Michael
4366;gg10r7;KU;20.03.2009;Michael
4367;green10;KU;20.03.2009;Michael
4368;green16;KU;20.03.2009;Michael
4369;k13r6;KU;20.03.2009;Michael
4370;o1r5;KU;20.03.2009;Michael
4372;p10r2;KU;20.03.2009;Michael
4373;p14b-r16;KU;20.03.2009;Michael
4374;p15r4;KU;20.03.2009;Michael
4375;r11o-o4k;KU;20.03.2009;Michael
4376;r16o-r11;KU;20.03.2009;Michael
4377;r1y17;KU;20.03.2009;Michael
4378;r5y17;KU;20.03.2009;Michael
4379;r6s11;KU;20.03.2009;Michael
4380;r6s6;KU;20.03.2009;Michael
4381;r6s7;KU;20.03.2009;Michael
4382;r6s9;KU;20.03.2009;Michael
4383;r7p2;KU;20.03.2009;Michael
4384;r7s10;KU;20.03.2009;Michael
4385;r7s8;KU;20.03.2009;Michael
4387;b2r6;KU;20.03.2009;Michael
4388;b11r5;IS7;09.03.2009;Georg
4389;r1r1;IS7;09.03.2009;Georg
4390;b4p-red11;MK;20.03.2009;Georg
4391;cj8;E3;25.03.2009;Joshua
4392;cj7;2O2;25.03.2009;Joshua
4393;b20r7;ISO4;25.03.2009;florianh
4394;r7s20;ISO3;25.03.2009;florianh
4395;g10r7;IS1;25.03.2009;florianh
4396;r3s3;KO;27.03.2009;Georg
4397;r6y12;KM;27.03.2009;Janie
4398;r6y11;KM;27.03.2009;Janie
4399;p1r5;KM;27.03.2009;Janie
4400;g14r5;IS6;27.03.2009;Michael
4401;k5r5;IS7;27.03.2009;Michael
4402;p12r5;IS8;27.03.2009;Michael
4404;o6r7;2M3B;27.03.2009;Daniele
4405;o7r7;2M3B;27.03.2009;Daniele
4406;o8r7;2M3B;27.03.2009;Daniele
4407;g12r7;2U4B;27.03.2009;Daniele
4408;o1r7;2U4B;27.03.2009;Daniele
4409;o2r7;2U4B;27.03.2009;Daniele
4410;p12r7;2U4B;27.03.2009;Daniele
4411;p14r7;2U4B;27.03.2009;Daniele
4412;p10r7;M2;27.03.2009;Daniele
4413;p8r7;M2;27.03.2009;Daniele
4414;p4r7;O5;27.03.2009;Daniele
4415;p5r7;O5;27.03.2009;Daniele
4416;p7r7;O5;27.03.2009;Daniele
4417;b15r5;2M3B;27.03.2009;Daniele
4418;o5r5;2M3B;27.03.2009;Daniele
4419;b14r4;M2;27.03.2009;Daniele
4420;o12r3;M2;27.03.2009;Daniele
4421;g12r2;O5;27.03.2009;Daniele
4422;r8p-s19o;O5;27.03.2009;Daniele
4423;o6r7;KU;27.03.2009;Daniele
4424;r7s5;KM;27.03.2009;Daniele
4425;o17r6;KU;27.03.2009;Daniele
4426;r7s7;KM;27.03.2009;Daniele
4427;p13r5;E1;30.03.2009;Georg
4428;g8r7;E1;29.03.2009;Georg
4429;g1r7;KM;30.03.2009;Daniele
4430;g1r7;MK;02.04.2009;Daniele
4431;p10r7;KO;02.04.2009;
4432;;IS_Lab;02.04.2009;
4433;;;02.04.2009;
4434;;;02.04.2009;
4435;;KO;02.04.2009;
4436;;KO;02.04.2009;
4437;;KO;;
4438;p12r7;KO;02.04.2009;Patrick
4439;p7r7;KO;02.04.2009;Patrick
4440;p8r7;KO;02.04.2009;Patrick
4441;;;;
4442;b1b2;2U2B;03.04.2009;Georg
4443;b3b4;2U2B;03.04.2009;Georg
4444;r7y3;2U2B;03.04.2009;Georg
4445;r7y4;2U2B;03.04.2009;Georg
4446;s11o-sb;U4B;03.04.2009;Georg
4447;k16r5;U4B;03.04.2009;Georg
4448;o1r1;KO;06.04.2009;Michael
4449;k14r6;KU;06.04.2009;Michael
4450;k13r2;KO;06.04.2009;?
4451;o2r5;KU;06.04.2009;?
4452;p1r5;IS8;06.04.2009;Janie
4453;r6y11;IS2;06.04.2009;Janie
4454;r6y12;IS1;06.04.2009;Janie
4455;yellow20;KO;24.03.2009;Janie
4456;yellow20;IS3;06.04.2009;Janie
4457;r6y12;IS1;06.04.2009;Janie
4458;g18r6;KO;06.04.2009;Moritz
4459;r6y2;KO;07.04.2009;Moritz
4460;g18r6;MK;07.04.2009;Moritz
4461;p8r7;IS_LAB3;08.04.2009;Patrick
4462;p7r7;IS_LAB2;08.04.2009;Patrick
4463;p12r7;IS_LAB1;08.04.2009;Patrick
4464;p2s2;2M4;09.04.2009;Joshua
4465;b3r5;KM;13.04.2009;Moritz
4466;b1r7;ZZ;13.04.2009;Georg
4467;p2r5;2M2;14.04.2009;Moritz
4468;r2y1;2M2;14.04.2009;Moritz
4469;b7r5;2O2;14.04.2009;Moritz
4470;g19r2;2O2;14.04.2009;Moritz
4471;p12r4;2O4;14.04.2009;Moritz
4472;;;;
4473;o7r5;2U2B;14.04.2009;Moritz
4474;p14r6;M1;14.04.2009;Moritz
4475;o15r6;M1;14.04.2009;Moritz
4476;b7r7;2M2;14.04.2009;Moritz
4477;b8r7;2M2;14.04.2009;Moritz
4478;b9r7;2M2;14.04.2009;Moritz
4479;b10r7;2M2;14.04.2009;Moritz
4480;o20r7;2O2;14.04.2009;Moritz
4481;o19r7;2O2;14.04.2009;Moritz
4482;b4r7;2O2;14.04.2009;Moritz
4483;b5r7;2O2;14.04.2009;Moritz
4484;dJ2O4a;2O4;14.04.2009;Moritz
4485;o4r7;U5;14.04.2009;Moritz
4486;o5r7;U5;14.04.2009;Moritz
4487;b9r7;KM;14.04.2009;Georg
4488;p2s2;E3;15.04.2009;Joshua
4490;cj9;U1;15.04.2009;Joshua
4491;k6r6;KO;15.04.2009;Claude
4492;b15r5;KO;15.04.2009;Claude
4493;r6y2;MK;15.04.2009;Moritz
4494;r19p-s17o;KM;16.04.2009;Janie
4495;p2r5;KM;16.04.2009;Janie
4496;p17r2;KM;16.04.2009;Janie
4497;g8r6;KM;16.04.2009;Janie
4498;;;;
4499;y12red;KM;16.04.2009;Janie
4500;o19r5;M4;10.04.2009;Aymeric
4501;r7y2;M4;10.04.2009;Aymeric
4504;r7y5;FJ2;10.04.2009;Aymeric
4505;r7y7;M4;10.04.2009;Aymeric
4506;r7y8;M4;10.04.2009;Aymeric
4507;r7y11;M4;10.04.2009;Aymeric
4508;b7r5;KM;16.04.2009;Andreas
4509;o19r7;KM;16.04.2009;Andreas
4510;o20r7;KM;16.04.2009;Andreas
4511;r6s10;O1;17.04.2009;Alexei
4512;p5r7;KU;17.04.2009;Alexei
4513;r5s13;O3;17.04.2009;Alexei
4514;r2y1;KU;17.04.2009;Alexei
4515;b7r5;E4;17.04.2009;Andreas
4516;p10r5;ZZ;17.04.2009;Georg
4517;o19r7;E6;17.04.2009;Andreas
4518;p3o-sb;ZZ;17.04.2009;Andreas
4519;p17r2;IS2;21.04.2009;Janie
4520;p2r5;IS7;21.04.2009;Janie
4521;y12red;IS3;21.04.2009;Janie
4522;g8r6;IS4;21.04.2009;Janie
4523;r19p-s17o;IS1;21.04.2009;Janie
4524;o2r3;MK;21.04.2009;Claude
4525;o8r5;FJ3;22.04.2009;Alexei
4526;o7r5;KU;22.04.2009;Alexei
4529;p1s1;2M4;24.04.2009;Patrick
4530;p2s2;2M4;24.04.2009;Patrick
4531;b13r7;U1;24.04.2009;Patrick
4532;p16r6;KO;27.04.2009;Daniele
4533;red11;U1;27.04.2009;florian
4534;b7br-b3k;U1;27.04.2009;florian
4536;o13r7;O3;27.04.2009;florian
4537;o14r7;O3;27.04.2009;florian
4538;o15r7;O3;27.04.2009;florian
4539;o16r7;O4;27.04.2009;florian
4540;o17r7;O4;27.04.2009;florian
4541;o18r7;O4;27.04.2009;florian
4542;b16r7;2M4;27.04.2009;florian
4543;r7y12;O1;27.04.2009;Alexei
4544;r7y13;O1;27.04.2009;Alexei
4545;r7y18;O3;27.04.2009;Alexei
4546;r7y19;O3;27.04.2009;Alexei
4547;r7y14;U6;27.04.2009;Alexei
4548;r7y15;U6;27.04.2009;Alexei
4549;r7y16;U6;27.04.2009;Alexei
4550;r7y17;U6;27.04.2009;Alexei
4551;o14r7;KM;28.04.2009;Patrick
4552;p2s2;E6;28.04.2009;Patrick
4553;p13r6;KM;28.04.2009;Daniele
4554;k2r6;KO;28.04.2009;Daniele
4555;o3r7;MK;28.04.2009;MOritz
4556;o5r7;MK;28.04.2009;Moritz
4557;r6y19;KO;28.04.2009;Daniele
4558;r6y16;KO;28.04.2009;Daniele
4559;r6y9;KO;28.04.2009;Daniele
4560;b12r7;U6;28.04.2009;Joshua
4561;r6s3;KM;29.04.2009;Claude
4562;p13r6;MK;30.04.2009;Daniele
4563;k2r6;MK;30.04.2009;Daniele
4564;k7r6;KO;30.04.2009;Moritz
4565;o20r6;KO;30.04.2009;Moritz
4566;p16r6;MK;30.04.2009;Daniele
4567;g18r5;KO;30.04.2009;Moritz
4568;r6y16;MK;30.04.2009;Moritz
4569;r6y19;MK;30.04.2009;Daniele
4570;r5s4;2O3;30.04.2009;Alexei
4572;p2r6;2M1;30.04.2009;Alexei
4579;r7y20;2M1;30.04.2009;Alexei
4580;k1r7;M1;30.04.2009;Alexei
4581;k2r7;2M1;30.04.2009;Alexei
4583;k3r7;2O3;30.04.2009;Alexei
4584;k4r7;2O3;30.04.2009;Alexei
4585;k5r7;2O3;30.04.2009;Alexei
4586;o5r5;KU;30.04.2009;Alexei
4587;r6y9;MK;30.04.2009;Daniele
4588;r6y3;KO;30.04.2009;Moritz
4589;b15r7;2M1;30.04.2009;Andreas
4590;b8p-s14k;2M1;30.04.2009;Andreas
4591;b11r7;U6;30.04.2009;Andreas
4592;y16p-s2;U6;30.04.2009;Andreas
4593;b4p-red11;ZZ;01.05.2009;Janie
4594;r5s20;ZZ;01.05.2009;Janie
4595;b2r7;ZZ;01.05.2009;Janie
4596;k10r2;ZZ;01.05.2009;Janie
4597;o16r6;ZZ;01.05.2009;Janie
4598;p13r5;ZZ;01.05.2009;Janie
4599;r6y14;ZZ;01.05.2009;Janie
4600;p17r2;U7;01.05.2009;Janie
4601;p17r2;U7;01.05.2009;Janie
